	Document_No	Dominant_Topic	Topic_Perc_Contrib	Keywords
7594	7594	16.0	0.0715	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
7595	7595	6.0	0.1118	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
7596	7596	17.0	0.073	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
7597	7597	5.0	0.0822	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
7598	7598	0.0	0.3112	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
7599	7599	19.0	0.1064	storm, hail, area, short, south, small, cell, strong, hit, north
7600	7600	19.0	0.1063	storm, hail, area, short, south, small, cell, strong, hit, north
7601	7601	8.0	0.0959	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
7602	7602	10.0	0.0608	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7603	7603	1.0	0.0606	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
7604	7604	16.0	0.0715	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
7605	7605	5.0	0.1085	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
7606	7606	19.0	0.0792	storm, hail, area, short, south, small, cell, strong, hit, north
7607	7607	16.0	0.0668	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
7608	7608	7.0	0.0642	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
7609	7609	19.0	0.0777	storm, hail, area, short, south, small, cell, strong, hit, north
7610	7610	1.0	0.0595	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
7611	7611	20.0	0.0874	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
7612	7612	4.0	0.0608	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
7613	7613	0.0	0.2022	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
7614	7614	8.0	0.114	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
7615	7615	17.0	0.0617	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
7616	7616	19.0	0.0679	storm, hail, area, short, south, small, cell, strong, hit, north
7617	7617	7.0	0.0794	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
7618	7618	10.0	0.0629	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7619	7619	7.0	0.062	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
7620	7620	1.0	0.0672	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
7621	7621	1.0	0.0576	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
7622	7622	21.0	0.2347	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
7623	7623	4.0	0.0691	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
7624	7624	21.0	0.0777	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
7625	7625	19.0	0.0604	storm, hail, area, short, south, small, cell, strong, hit, north
7626	7626	10.0	0.1082	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7627	7627	2.0	0.0763	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500
7628	7628	20.0	0.1042	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
7629	7629	4.0	0.0629	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
7630	7630	0.0	0.1776	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
7631	7631	10.0	0.0629	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7632	7632	15.0	0.0576	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
7633	7633	1.0	0.0617	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
7634	7634	6.0	0.0617	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
7635	7635	4.0	0.1279	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
7636	7636	1.0	0.0606	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
7637	7637	8.0	0.0629	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
7638	7638	15.0	0.062	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
7639	7639	8.0	0.112	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
7640	7640	21.0	0.1843	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
7641	7641	1.0	0.0785	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
7642	7642	13.0	0.062	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
7643	7643	15.0	0.0617	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
7644	7644	2.0	0.0777	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500
7645	7645	5.0	0.0822	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
7646	7646	14.0	0.1573	thunder, pm, rain, lightning, early, began, heard, heavier, east, observed
7647	7647	20.0	0.1313	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
7648	7648	15.0	0.062	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
7649	7649	8.0	0.1162	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
7650	7650	19.0	0.0705	storm, hail, area, short, south, small, cell, strong, hit, north
7651	7651	16.0	0.0587	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
7652	7652	15.0	0.062	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
7653	7653	11.0	0.0617	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
7654	7654	2.0	0.0684	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500
7655	7655	13.0	0.0642	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
7656	7656	19.0	0.073	storm, hail, area, short, south, small, cell, strong, hit, north
7657	7657	4.0	0.0598	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
7658	7658	8.0	0.0606	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
7659	7659	4.0	0.0629	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
7660	7660	8.0	0.114	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
7661	7661	15.0	0.0576	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
7662	7662	2.0	0.0642	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500
7663	7663	1.0	0.0585	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
7664	7664	6.0	0.0533	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
7665	7665	10.0	0.075	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7666	7666	13.0	0.0617	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
7667	7667	9.0	0.0642	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
7668	7668	16.0	0.0642	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
7669	7669	0.0	0.1483	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
7670	7670	8.0	0.1322	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
7671	7671	10.0	0.0629	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7672	7672	6.0	0.0617	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
7673	7673	3.0	0.0606	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
7674	7674	1.0	0.0777	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
7675	7675	2.0	0.0629	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500
7676	7676	15.0	0.0598	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
7677	7677	19.0	0.0642	storm, hail, area, short, south, small, cell, strong, hit, north
7678	7678	0.0	0.0576	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
7679	7679	11.0	0.1039	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
7680	7680	13.0	0.0852	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
7681	7681	7.0	0.0638	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
7682	7682	19.0	0.075	storm, hail, area, short, south, small, cell, strong, hit, north
7683	7683	15.0	0.0576	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
7684	7684	19.0	0.062	storm, hail, area, short, south, small, cell, strong, hit, north
7685	7685	1.0	0.0709	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
7686	7686	20.0	0.0806	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
7687	7687	6.0	0.1155	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
7688	7688	0.0	0.2908	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
7689	7689	8.0	0.1162	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
7690	7690	10.0	0.0629	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7691	7691	16.0	0.062	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
7692	7692	1.0	0.0606	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
7693	7693	4.0	0.0606	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
7694	7694	10.0	0.0902	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7695	7695	13.0	0.0608	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
7696	7696	11.0	0.0716	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
7697	7697	16.0	0.0894	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
7698	7698	15.0	0.0817	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
7699	7699	21.0	0.0598	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
7700	7700	21.0	0.0847	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
7701	7701	15.0	0.0598	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
7702	7702	16.0	0.0598	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
7703	7703	10.0	0.062	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7704	7704	16.0	0.0604	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
7705	7705	14.0	0.0555	thunder, pm, rain, lightning, early, began, heard, heavier, east, observed
7706	7706	19.0	0.0642	storm, hail, area, short, south, small, cell, strong, hit, north
7707	7707	11.0	0.0576	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
7708	7708	7.0	0.0598	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
7709	7709	5.0	0.0584	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
7710	7710	14.0	0.0642	thunder, pm, rain, lightning, early, began, heard, heavier, east, observed
7711	7711	7.0	0.0598	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
7712	7712	8.0	0.0898	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
7713	7713	16.0	0.0576	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
7714	7714	10.0	0.062	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7715	7715	8.0	0.0959	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
7716	7716	19.0	0.0576	storm, hail, area, short, south, small, cell, strong, hit, north
7717	7717	0.0	0.2359	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
7718	7718	10.0	0.0629	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7719	7719	3.0	0.0777	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
7720	7720	2.0	0.0976	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500
7721	7721	17.0	0.0806	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
7722	7722	4.0	0.0606	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
7723	7723	2.0	0.0703	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500
7724	7724	1.0	0.0822	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
7725	7725	11.0	0.0797	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
7726	7726	17.0	0.0651	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
7727	7727	18.0	0.0555	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
7728	7728	3.0	0.0938	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
7729	7729	15.0	0.0598	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
7730	7730	15.0	0.0576	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
7731	7731	15.0	0.062	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
7732	7732	0.0	0.4004	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
7733	7733	1.0	0.0642	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
7734	7734	8.0	0.1322	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
7735	7735	10.0	0.0758	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7736	7736	20.0	0.0671	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
7737	7737	20.0	0.11	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
7738	7738	17.0	0.0718	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
7739	7739	7.0	0.0737	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
7740	7740	19.0	0.0956	storm, hail, area, short, south, small, cell, strong, hit, north
7741	7741	18.0	0.0915	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
7742	7742	16.0	0.0595	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
7743	7743	19.0	0.0629	storm, hail, area, short, south, small, cell, strong, hit, north
7744	7744	18.0	0.0642	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
7745	7745	19.0	0.0769	storm, hail, area, short, south, small, cell, strong, hit, north
7746	7746	19.0	0.0879	storm, hail, area, short, south, small, cell, strong, hit, north
7747	7747	19.0	0.0595	storm, hail, area, short, south, small, cell, strong, hit, north
7748	7748	9.0	0.0598	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
7749	7749	3.0	0.0763	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
7750	7750	4.0	0.0598	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
7751	7751	1.0	0.0533	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
7752	7752	20.0	0.1103	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
7753	7753	0.0	0.085	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
7754	7754	8.0	0.112	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
7755	7755	2.0	0.0629	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500
7756	7756	7.0	0.0823	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
7757	7757	11.0	0.0635	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
7758	7758	20.0	0.0743	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
7759	7759	0.0	0.0651	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
7760	7760	20.0	0.0852	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
7761	7761	13.0	0.0617	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
7762	7762	11.0	0.0647	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
7763	7763	1.0	0.0701	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
7764	7764	5.0	0.0953	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
7765	7765	7.0	0.0597	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
7766	7766	1.0	0.0806	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
7767	7767	19.0	0.0629	storm, hail, area, short, south, small, cell, strong, hit, north
7768	7768	9.0	0.0783	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
7769	7769	19.0	0.0764	storm, hail, area, short, south, small, cell, strong, hit, north
7770	7770	18.0	0.0617	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
7771	7771	4.0	0.0777	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
7772	7772	4.0	0.0659	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
7773	7773	18.0	0.0595	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
7774	7774	10.0	0.0757	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7775	7775	10.0	0.0777	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7776	7776	3.0	0.062	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
7777	7777	3.0	0.0959	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
7778	7778	17.0	0.062	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
7779	7779	11.0	0.0642	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
7780	7780	1.0	0.0656	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
7781	7781	8.0	0.0763	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
7782	7782	2.0	0.0585	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500
7783	7783	20.0	0.0598	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
7784	7784	0.0	0.0455	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
7785	7785	10.0	0.0629	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7786	7786	15.0	0.0576	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
7787	7787	16.0	0.062	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
7788	7788	8.0	0.0874	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
7789	7789	6.0	0.073	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
7790	7790	17.0	0.0533	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
7791	7791	3.0	0.0511	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
7792	7792	8.0	0.1079	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
7793	7793	14.0	0.062	thunder, pm, rain, lightning, early, began, heard, heavier, east, observed
7794	7794	7.0	0.0642	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
7795	7795	21.0	0.0555	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
7796	7796	17.0	0.0555	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
7797	7797	5.0	0.0642	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
7798	7798	14.0	0.062	thunder, pm, rain, lightning, early, began, heard, heavier, east, observed
7799	7799	7.0	0.062	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
7800	7800	16.0	0.0555	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
7801	7801	16.0	0.0642	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
7802	7802	10.0	0.0642	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7803	7803	19.0	0.062	storm, hail, area, short, south, small, cell, strong, hit, north
7804	7804	5.0	0.062	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
7805	7805	10.0	0.0642	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7806	7806	16.0	0.062	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
7807	7807	14.0	0.1592	thunder, pm, rain, lightning, early, began, heard, heavier, east, observed
7808	7808	14.0	0.0647	thunder, pm, rain, lightning, early, began, heard, heavier, east, observed
7809	7809	16.0	0.0668	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
7810	7810	3.0	0.062	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
7811	7811	10.0	0.0731	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7812	7812	10.0	0.0642	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7813	7813	7.0	0.0642	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
7814	7814	0.0	0.3047	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
7815	7815	8.0	0.0935	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
7816	7816	10.0	0.0629	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7817	7817	20.0	0.1212	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
7818	7818	2.0	0.0743	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500
7819	7819	19.0	0.0664	storm, hail, area, short, south, small, cell, strong, hit, north
7820	7820	17.0	0.0703	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
7821	7821	19.0	0.0979	storm, hail, area, short, south, small, cell, strong, hit, north
7822	7822	15.0	0.0598	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
7823	7823	2.0	0.0613	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500
7824	7824	1.0	0.0642	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
7825	7825	10.0	0.0642	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7826	7826	18.0	0.062	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
7827	7827	8.0	0.1141	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
7828	7828	1.0	0.0642	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
7829	7829	10.0	0.0642	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7830	7830	1.0	0.0642	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
7831	7831	8.0	0.1162	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
7832	7832	11.0	0.0647	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
7833	7833	12.0	0.0642	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield
7834	7834	19.0	0.1084	storm, hail, area, short, south, small, cell, strong, hit, north
7835	7835	10.0	0.0651	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7836	7836	19.0	0.0617	storm, hail, area, short, south, small, cell, strong, hit, north
7837	7837	15.0	0.062	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
7838	7838	10.0	0.0642	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7839	7839	11.0	0.0806	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
7840	7840	19.0	0.0598	storm, hail, area, short, south, small, cell, strong, hit, north
7841	7841	19.0	0.08	storm, hail, area, short, south, small, cell, strong, hit, north
7842	7842	10.0	0.0629	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7843	7843	1.0	0.0617	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
7844	7844	18.0	0.0598	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
7845	7845	8.0	0.0976	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
7846	7846	0.0	0.2304	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
7847	7847	20.0	0.0846	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
7848	7848	6.0	0.076	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
7849	7849	19.0	0.0629	storm, hail, area, short, south, small, cell, strong, hit, north
7850	7850	2.0	0.0723	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500
7851	7851	3.0	0.0629	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
7852	7852	6.0	0.0617	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
7853	7853	10.0	0.0642	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7854	7854	1.0	0.0642	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
7855	7855	8.0	0.1079	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
7856	7856	5.0	0.062	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
7857	7857	0.0	0.0455	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
7858	7858	10.0	0.0642	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7859	7859	15.0	0.0576	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
7860	7860	3.0	0.1319	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
7861	7861	5.0	0.0642	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
7862	7862	6.0	0.066	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
7863	7863	10.0	0.0642	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7864	7864	19.0	0.0598	storm, hail, area, short, south, small, cell, strong, hit, north
7865	7865	3.0	0.0959	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
7866	7866	16.0	0.0629	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
7867	7867	13.0	0.0533	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
7868	7868	7.0	0.0642	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
7869	7869	8.0	0.11	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
7870	7870	8.0	0.0555	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
7871	7871	10.0	0.0598	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7872	7872	8.0	0.1141	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
7873	7873	9.0	0.0629	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
7874	7874	16.0	0.0642	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
7875	7875	7.0	0.062	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
7876	7876	10.0	0.0555	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7877	7877	8.0	0.0959	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
7878	7878	5.0	0.0909	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
7879	7879	11.0	0.0642	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
7880	7880	0.0	0.0455	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
7881	7881	7.0	0.0642	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
7882	7882	10.0	0.062	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7883	7883	16.0	0.062	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
7884	7884	8.0	0.0959	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
7885	7885	10.0	0.0642	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
7886	7886	8.0	0.0976	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
7887	7887	1.0	0.0642	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
