	Document_No	Dominant_Topic	Topic_Perc_Contrib	Keywords
893	893	1.0	0.0693	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
894	894	1.0	0.0651	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
895	895	19.0	0.0858	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
896	896	17.0	0.0629	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
897	897	19.0	0.0736	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
898	898	17.0	0.0565	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
899	899	2.0	0.0576	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
900	900	2.0	0.0806	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
901	901	15.0	0.0555	sunny, wind, day, shower, colder, slightly, blowing, feel, historyjust, round
902	902	2.0	0.0576	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
903	903	16.0	0.0534	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
904	904	16.0	0.0565	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
905	905	15.0	0.0534	sunny, wind, day, shower, colder, slightly, blowing, feel, historyjust, round
906	906	4.0	0.0743	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
907	907	4.0	0.0585	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
908	908	10.0	0.0806	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
909	909	10.0	0.0617	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
910	910	4.0	0.0716	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
911	911	4.0	0.0555	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
912	912	16.0	0.0534	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
913	913	16.0	0.0513	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
914	914	4.0	0.0757	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
915	915	4.0	0.0709	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
916	916	4.0	0.0898	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
917	917	4.0	0.112	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
918	918	14.0	0.0565	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt
919	919	8.0	0.0565	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
920	920	8.0	0.0523	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
921	921	4.0	0.0794	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
922	922	4.0	0.0777	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
923	923	1.0	0.0638	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
924	924	19.0	0.073	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
925	925	10.0	0.0617	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
926	926	4.0	0.075	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
927	927	9.0	0.0656	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
928	928	19.0	0.0775	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
929	929	8.0	0.0565	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
930	930	11.0	0.0642	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
931	931	4.0	0.0585	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
932	932	19.0	0.0608	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
933	933	4.0	0.0724	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
934	934	13.0	0.073	cool, night, day, light, overcast, warm, started, 3, 7, ended
935	935	2.0	0.0565	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
936	936	6.0	0.0534	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
937	937	6.0	0.0656	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
938	938	14.0	0.0544	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt
939	939	2.0	0.0633	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
940	940	2.0	0.0842	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
941	941	19.0	0.0779	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
942	942	5.0	0.073	night, chilly, wind, shower, high, estimate, hot, yesterday, gloomy, independent
943	943	8.0	0.0545	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
944	944	12.0	0.0584	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating
945	945	16.0	0.0575	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
946	946	14.0	0.0565	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt
947	947	18.0	0.0575	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
948	948	11.0	0.0565	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
949	949	20.0	0.0737	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
950	950	6.0	0.0603	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
951	951	9.0	0.0584	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
952	952	9.0	0.0672	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
953	953	9.0	0.0656	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
954	954	0.0	0.0565	night, day, chilly, sunny, accumulation, cloudy, small, thin, clear, heavy
955	955	10.0	0.0737	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
956	956	9.0	0.0606	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
957	957	7.0	0.1101	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
958	958	1.0	0.0696	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
959	959	4.0	0.096	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
960	960	1.0	0.0878	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
961	961	19.0	0.0812	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
962	962	2.0	0.0703	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
963	963	21.0	0.0555	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225
964	964	19.0	0.0803	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
965	965	7.0	0.085	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
966	966	9.0	0.0635	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
967	967	7.0	0.0701	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
968	968	4.0	0.0629	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
969	969	7.0	0.1102	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
970	970	9.0	0.0786	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
971	971	2.0	0.0613	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
972	972	7.0	0.099	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
973	973	1.0	0.0902	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
974	974	4.0	0.0879	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
975	975	18.0	0.0555	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
976	976	1.0	0.0771	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
977	977	1.0	0.1084	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
978	978	0.0	0.0615	night, day, chilly, sunny, accumulation, cloudy, small, thin, clear, heavy
979	979	10.0	0.075	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
980	980	18.0	0.0585	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
981	981	4.0	0.0724	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
982	982	4.0	0.0687	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
983	983	20.0	0.0768	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
984	984	10.0	0.0687	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
985	985	10.0	0.0595	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
986	986	9.0	0.0629	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
987	987	9.0	0.0629	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
988	988	11.0	0.0565	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
989	989	1.0	0.0691	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
990	990	8.0	0.0565	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
991	991	11.0	0.0555	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
992	992	20.0	0.0756	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
993	993	9.0	0.0604	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
994	994	18.0	0.0664	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
995	995	2.0	0.0601	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
996	996	9.0	0.0615	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
997	997	20.0	0.0725	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
998	998	19.0	0.0716	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
999	999	9.0	0.0644	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
1000	1000	9.0	0.0656	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
1001	1001	8.0	0.0597	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
1002	1002	15.0	0.0534	sunny, wind, day, shower, colder, slightly, blowing, feel, historyjust, round
1003	1003	15.0	0.0525	sunny, wind, day, shower, colder, slightly, blowing, feel, historyjust, round
1004	1004	15.0	0.0584	sunny, wind, day, shower, colder, slightly, blowing, feel, historyjust, round
1005	1005	15.0	0.0545	sunny, wind, day, shower, colder, slightly, blowing, feel, historyjust, round
1006	1006	9.0	0.0595	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
1007	1007	9.0	0.0624	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
1008	1008	3.0	0.0514	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
1009	1009	8.0	0.0544	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
1010	1010	10.0	0.0574	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
1011	1011	20.0	0.0964	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
1012	1012	20.0	0.0775	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
1013	1013	12.0	0.0584	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating
1014	1014	20.0	0.0763	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
1015	1015	3.0	0.0684	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
1016	1016	17.0	0.0627	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
1017	1017	4.0	0.0711	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
1018	1018	17.0	0.0603	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
1019	1019	10.0	0.0564	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
1020	1020	4.0	0.0718	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
1021	1021	18.0	0.0565	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
1022	1022	9.0	0.0624	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
1023	1023	10.0	0.0763	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
1024	1024	9.0	0.0656	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
1025	1025	13.0	0.0615	cool, night, day, light, overcast, warm, started, 3, 7, ended
1026	1026	21.0	0.0545	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225
1027	1027	17.0	0.0635	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
1028	1028	16.0	0.0545	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
1029	1029	16.0	0.0672	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
1030	1030	3.0	0.0606	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
1031	1031	7.0	0.0672	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
1032	1032	17.0	0.0642	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
1033	1033	17.0	0.062	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
1034	1034	17.0	0.0598	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
1035	1035	17.0	0.0642	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
1036	1036	17.0	0.0598	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
1037	1037	20.0	0.0783	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
1038	1038	16.0	0.0595	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
1039	1039	16.0	0.0534	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
1040	1040	17.0	0.0709	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
1041	1041	12.0	0.0565	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating
1042	1042	16.0	0.0544	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
1043	1043	13.0	0.0544	cool, night, day, light, overcast, warm, started, 3, 7, ended
1044	1044	4.0	0.0909	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
1045	1045	18.0	0.0565	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
1046	1046	17.0	0.0701	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
1047	1047	17.0	0.0617	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
1048	1048	20.0	0.0789	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
1049	1049	4.0	0.0705	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
1050	1050	17.0	0.0878	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
1051	1051	7.0	0.0847	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
1052	1052	4.0	0.0768	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
1053	1053	20.0	0.0803	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
1054	1054	20.0	0.0668	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
1055	1055	20.0	0.0777	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
1056	1056	20.0	0.0615	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
1057	1057	20.0	0.0691	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
1058	1058	13.0	0.0575	cool, night, day, light, overcast, warm, started, 3, 7, ended
1059	1059	20.0	0.0624	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
1060	1060	7.0	0.1286	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
1061	1061	18.0	0.0668	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
1062	1062	4.0	0.0703	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
1063	1063	7.0	0.0524	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
1064	1064	7.0	0.1008	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
1065	1065	7.0	0.0901	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
1066	1066	16.0	0.0534	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
1067	1067	7.0	0.0823	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
1068	1068	20.0	0.0797	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
1069	1069	4.0	0.1082	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
1070	1070	4.0	0.0684	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
1071	1071	4.0	0.0757	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
1072	1072	10.0	0.0644	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
1073	1073	4.0	0.0585	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
1074	1074	3.0	0.0544	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
1075	1075	16.0	0.0533	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
1076	1076	11.0	0.0608	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
1077	1077	7.0	0.0932	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
1078	1078	7.0	0.0688	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
1079	1079	8.0	0.0715	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
1080	1080	7.0	0.0906	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
1081	1081	1.0	0.0629	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
1082	1082	17.0	0.0598	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
1083	1083	7.0	0.0684	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
1084	1084	17.0	0.0642	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
1085	1085	17.0	0.062	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
1086	1086	17.0	0.0642	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
1087	1087	7.0	0.0576	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
1088	1088	17.0	0.0642	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
1089	1089	17.0	0.0576	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
1090	1090	10.0	0.0617	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
1091	1091	17.0	0.062	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
1092	1092	7.0	0.0701	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
1093	1093	4.0	0.0902	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
1094	1094	4.0	0.0902	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
1095	1095	10.0	0.0642	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
1096	1096	20.0	0.0797	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
1097	1097	17.0	0.0627	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
1098	1098	20.0	0.0909	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
1099	1099	20.0	0.0629	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
1100	1100	4.0	0.0771	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
1101	1101	16.0	0.0565	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
1102	1102	3.0	0.0688	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
1103	1103	3.0	0.0627	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
1104	1104	9.0	0.0676	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
1105	1105	9.0	0.0642	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
1106	1106	9.0	0.0642	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
1107	1107	10.0	0.0698	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
1108	1108	9.0	0.0635	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
1109	1109	9.0	0.0627	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
1110	1110	3.0	0.0644	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
1111	1111	3.0	0.0664	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
1112	1112	14.0	0.0617	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt
1113	1113	10.0	0.0687	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
1114	1114	21.0	0.0555	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225
1115	1115	17.0	0.0712	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
1116	1116	16.0	0.0615	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
1117	1117	11.0	0.0544	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
1118	1118	9.0	0.0635	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
1119	1119	16.0	0.0555	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
1120	1120	14.0	0.0595	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt
1121	1121	0.0	0.0524	night, day, chilly, sunny, accumulation, cloudy, small, thin, clear, heavy
1122	1122	11.0	0.0584	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
1123	1123	16.0	0.0615	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
1124	1124	21.0	0.0584	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225
1125	1125	6.0	0.0647	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
1126	1126	11.0	0.0544	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
1127	1127	18.0	0.0544	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
1128	1128	16.0	0.0514	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
1129	1129	14.0	0.0534	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt
1130	1130	8.0	0.0647	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
1131	1131	8.0	0.0555	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
1132	1132	8.0	0.0555	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
1133	1133	5.0	0.0545	night, chilly, wind, shower, high, estimate, hot, yesterday, gloomy, independent
1134	1134	8.0	0.0594	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
1135	1135	12.0	0.0613	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating
1136	1136	2.0	0.0613	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
1137	1137	3.0	0.0664	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
1138	1138	5.0	0.0565	night, chilly, wind, shower, high, estimate, hot, yesterday, gloomy, independent
1139	1139	16.0	0.0624	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
1140	1140	3.0	0.0696	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
1141	1141	16.0	0.0595	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
1142	1142	16.0	0.0837	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
1143	1143	15.0	0.0604	sunny, wind, day, shower, colder, slightly, blowing, feel, historyjust, round
1144	1144	15.0	0.0525	sunny, wind, day, shower, colder, slightly, blowing, feel, historyjust, round
1145	1145	11.0	0.0555	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
1146	1146	3.0	0.0656	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
1147	1147	4.0	0.0575	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
1148	1148	3.0	0.0606	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
1149	1149	10.0	0.0574	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
1150	1150	3.0	0.0691	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
1151	1151	4.0	0.0766	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
1152	1152	3.0	0.0624	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
1153	1153	12.0	0.0781	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating
1154	1154	3.0	0.0534	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
1155	1155	0.0	0.0584	night, day, chilly, sunny, accumulation, cloudy, small, thin, clear, heavy
1156	1156	11.0	0.0544	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
1157	1157	6.0	0.0565	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
1158	1158	6.0	0.0555	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
1159	1159	4.0	0.0906	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
1160	1160	3.0	0.0575	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
1161	1161	6.0	0.0606	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
1162	1162	4.0	0.0757	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
1163	1163	10.0	0.0584	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
1164	1164	4.0	0.0565	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
1165	1165	9.0	0.0624	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
1166	1166	6.0	0.0565	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
1167	1167	6.0	0.0555	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
1168	1168	0.0	0.0565	night, day, chilly, sunny, accumulation, cloudy, small, thin, clear, heavy
1169	1169	2.0	0.0575	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
1170	1170	6.0	0.0635	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
1171	1171	2.0	0.0604	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
1172	1172	2.0	0.0544	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
1173	1173	21.0	0.0606	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225
1174	1174	4.0	0.0705	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
1175	1175	2.0	0.0575	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
1176	1176	4.0	0.0679	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
1177	1177	17.0	0.0575	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
1178	1178	12.0	0.0565	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating
1179	1179	14.0	0.0575	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt
1180	1180	12.0	0.0575	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating
1181	1181	6.0	0.0555	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
1182	1182	6.0	0.0604	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
