	readingId	gaugeId	gaugeRevisionId	remarks	readingDate	readingHour	readingMinute	quality	rainAmount	snowDepth	snowAccumulation	createdDate	brand	model	description	gaugeType	gaugeTypeOther	lat	lng
1	2402602	553	553		2017-10-10	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2390640	653	653	chilly day  cold night 	2017-10-10	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2399097	679	679		2017-10-10	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2390940	587	587		2017-10-11	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2402603	553	553		2017-10-11	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2390882	653	653	sunny some wind chilly night	2017-10-11	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2399098	679	679		2017-10-11	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2391280	587	587		2017-10-12	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2402604	553	553		2017-10-12	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2391151	653	653	sunny some wind  cool night	2017-10-12	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2399099	679	679		2017-10-12	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2391416	587	587		2017-10-13	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2402605	553	553		2017-10-13	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2391366	653	653	sunny day  some wind  cool night 	2017-10-13	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2399100	679	679		2017-10-13	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2402606	553	553		2017-10-14	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
1	2391548	653	653	sunny day  some wind  cool night 	2017-10-14	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
2	2399101	679	679		2017-10-14	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2402607	553	553		2017-10-15	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
1	2391766	653	653	sunny  some wind  chilly night	2017-10-15	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
2	2399102	679	679		2017-10-15	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2402608	553	553		2017-10-16	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
1	2391978	653	653	sunny day some wind  cold night	2017-10-16	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
2	2399103	679	679		2017-10-16	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2402609	553	553		2017-10-17	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
1	2392328	653	653	sunny warm  some wind chilly night	2017-10-17	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
2	2399104	679	679		2017-10-17	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2392774	587	587		2017-10-18	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2402610	553	553		2017-10-18	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2392682	653	653	sunny warm day  some wind  chilly night 	2017-10-18	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2399105	679	679		2017-10-18	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2392979	587	587		2017-10-19	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2402611	553	553		2017-10-19	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2392933	653	653	sunny warm day light wind  chilly night	2017-10-19	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2399106	679	679		2017-10-19	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2393295	587	587		2017-10-20	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2402612	553	553		2017-10-20	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2393215	653	653	sunny with lots of clouds  warm day  chilly night 	2017-10-20	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2399107	679	679		2017-10-20	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2393616	587	587		2017-10-21	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2402613	553	553		2017-10-21	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2393543	653	653	sunnny  high thin  clouds  strong winds  chilly 	2017-10-21	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2399108	679	679		2017-10-21	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2394046	587	587		2017-10-22	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2402614	553	553		2017-10-22	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2393835	653	653	sunny  some wind cooler day  chilly night 	2017-10-22	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2399109	679	679		2017-10-22	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2394192	587	587		2017-10-23	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2402615	553	553		2017-10-23	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2394146	653	653	warm sunny day some wind chilly night 	2017-10-23	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2399110	679	679		2017-10-23	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2394510	587	587		2017-10-24	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2402616	553	553		2017-10-24	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2394446	653	653	sunny warm day  some wind  cool night	2017-10-24	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2399111	679	679		2017-10-24	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2394758	587	587		2017-10-25	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2402617	553	553		2017-10-25	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2394688	653	653	sunny  warm day  cooler night 	2017-10-25	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2399112	679	679		2017-10-25	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2395049	587	587		2017-10-26	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2402618	553	553		2017-10-26	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2395202	653	653	warm sunny day  cool night 	2017-10-26	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2399113	679	679		2017-10-26	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2395238	587	587		2017-10-27	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2402619	553	553		2017-10-27	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2395200	653	653	smokey from controlled burn  clearing warm sunny day cool night 	2017-10-27	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2399114	679	679		2017-10-27	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2395634	587	587		2017-10-28	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2402620	553	553		2017-10-28	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2395520	653	653	warm day  sunny some wind  chilly night 	2017-10-28	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2399115	679	679		2017-10-28	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2395833	587	587		2017-10-29	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2402621	553	553		2017-10-29	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2395762	653	653	warm sunny day  some wind cold night	2017-10-29	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2399116	679	679		2017-10-29	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2396092	587	587		2017-10-30	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2402622	553	553		2017-10-30	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2396010	653	653	sunny  some wind  not as warm  chilly night	2017-10-30	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2399117	679	679		2017-10-30	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2397408	587	587		2017-10-31	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2402623	553	553		2017-10-31	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2396570	653	653	cooler day overcast cool night 	2017-10-31	7	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2399118	679	679		2017-10-31	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2398421	587	587		2017-11-01	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2402587	553	553		2017-11-01	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2398106	653	653	cloudy most of day  some wind cool night 	2017-11-01	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2399119	679	679		2017-11-01	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2398889	587	587		2017-11-02	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2402588	553	553		2017-11-02	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2398837	653	653	sunny but cooler  cool night	2017-11-02	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2399120	679	679		2017-11-02	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2399466	587	587		2017-11-03	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2402589	553	553		2017-11-03	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2399359	653	653	sunny day with some clouds  some wind not as warm  cool night	2017-11-03	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2407325	679	679		2017-11-03	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2401347	587	587		2017-11-04	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2402590	553	553		2017-11-04	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2401045	653	653	sunny  wind  cooler day  some clouds cool night	2017-11-04	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2407326	679	679		2017-11-04	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2401666	587	587		2017-11-05	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2402591	553	553		2017-11-05	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2401663	653	653	early morning some clouds  clearing warm sunny day  wind  cooler late afternoon chilly night	2017-11-05	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2407327	679	679		2017-11-05	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2402187	587	587		2017-11-06	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2402592	553	553		2017-11-06	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2402158	653	653	sunny cloudy during day  cooler  cool night 	2017-11-06	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2407328	679	679		2017-11-06	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2402586	553	553		2017-11-07	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
1	2402660	653	653	cloudy early  sunny day cooler  cool night humidity seems to be higher	2017-11-07	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
2	2407329	679	679		2017-11-07	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2406935	553	553		2017-11-08	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
1	2403010	653	653	cloudy day  some wind  cool night	2017-11-08	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
2	2407330	679	679		2017-11-08	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2404472	587	587		2017-11-09	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2406936	553	553		2017-11-09	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2404323	653	653	sunny  some wind  cool day  chilly night 	2017-11-09	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2407331	679	679		2017-11-09	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2404798	587	587		2017-11-10	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2406937	553	553		2017-11-10	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2404685	653	653	warm day chilly night	2017-11-10	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2407332	679	679		2017-11-10	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2405018	587	587		2017-11-11	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2406938	553	553		2017-11-11	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2404964	653	653	sunny day  cold night 	2017-11-11	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2407333	679	679		2017-11-11	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2405332	587	587		2017-11-12	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2406939	553	553		2017-11-12	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2405179	653	653	sunny cool day  cold night	2017-11-12	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2407334	679	679		2017-11-12	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2405505	587	587		2017-11-13	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2406940	553	553		2017-11-13	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2405432	653	653	sunny early turning cloudy and cooler  chilly night	2017-11-13	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2407335	679	679		2017-11-13	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2405830	587	587		2017-11-14	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2406941	553	553		2017-11-14	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2405765	653	653	sunny to start then overcast  cold night	2017-11-14	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2407336	679	679		2017-11-14	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2406279	587	587		2017-11-15	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2406942	553	553		2017-11-15	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2406154	653	653	chilly morning  cold night 	2017-11-15	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2407337	679	679		2017-11-15	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2406507	587	587		2017-11-16	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2406943	553	553		2017-11-16	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2406372	653	653	sunny turning cloudy  warmer night 	2017-11-16	4	45	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2407338	679	679		2017-11-16	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2406747	587	587		2017-11-17	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2406934	553	553		2017-11-17	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2406606	653	653	mostly sunny some clouds  late some wind cool night	2017-11-17	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2407339	679	679		2017-11-17	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2407080	587	587		2017-11-18	7	0	Good	0.030000000000000002			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2407304	725	725		2017-11-18	7	0	Good	0.04			2006-12-19				TruChek		35.1983338593	-111.5893042088
2	2407027	553	553		2017-11-18	7	0	Good	0.030000000000000002			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	2407537	8615	8615		2017-11-18	7	0	Good	0.04			2014-08-13	Stratus			TruChek		35.222056	-111.622419
4	2406968	653	653	sprinkles  but it was rain! 	2017-11-18	5	0	Good	0.01			2006-11-26				TruChek		35.1591394379	-111.6675120592
5	2407305	593	593		2017-11-18	7	0	Good	0.030000000000000002			2006-10-28				TruChek		35.2333161912	-111.6689443588
6	2407340	679	679		2017-11-18	7	0	Good	0.02			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2407415	587	587		2017-11-19	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2407358	653	653	sunny  windy cool day chilly night	2017-11-19	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
2	2432216	679	679		2017-11-19	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2407784	587	587		2017-11-20	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2407597	653	653	sunny day  cold night 	2017-11-20	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
2	2432217	679	679		2017-11-20	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2407890	653	653	sunny warm day  cold night 	2017-11-21	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
1	2432218	679	679		2017-11-21	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2408139	653	653	warm  sunny day  some wind  chilly night	2017-11-22	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
1	2432219	679	679		2017-11-22	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2408390	653	653	warm day  some wind  cold night	2017-11-23	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
1	2432220	679	679		2017-11-23	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2408596	653	653	warm sunny day cold night 	2017-11-24	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
1	2432221	679	679		2017-11-24	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2408776	653	653	warm sunny day  some wind  cold night 	2017-11-25	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
1	2432222	679	679		2017-11-25	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2409036	653	653	very warm day  cold night 	2017-11-26	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
1	2432223	679	679		2017-11-26	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2409391	653	653	warm day  chilly night	2017-11-27	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
1	2432224	679	679		2017-11-27	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2409641	653	653	warm day  cloudy mid afternboon clearing windy chilly night	2017-11-28	7	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
1	2432225	679	679		2017-11-28	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2410035	653	653	warm day  wind  cold night 	2017-11-29	7	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
1	2432226	679	679		2017-11-29	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2410322	653	653	Cloudy chilly day  some sprinkles around 6 PM  cool night 	2017-11-30	5	0	Trace				2006-11-26				TruChek		35.1591394379	-111.6675120592
1	2432227	679	679		2017-11-30	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2410838	587	587		2017-12-01	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2413686	553	553		2017-12-01	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2410724	653	653	warm day  some wind  cool night 	2017-12-01	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432185	679	679		2017-12-01	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2412593	587	587		2017-12-02	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2413687	553	553		2017-12-02	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2411479	653	653	warm day cold night 	2017-12-02	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432186	679	679		2017-12-02	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2413278	587	587		2017-12-03	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2413688	553	553		2017-12-03	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2413197	653	653	warm sunny day  chilly night	2017-12-03	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432187	679	679		2017-12-03	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2413868	587	587		2017-12-04	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2423659	553	553		2017-12-04	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2413775	653	653	warm sunny day  chilly night 	2017-12-04	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432188	679	679		2017-12-04	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2414389	587	587		2017-12-05	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2423660	553	553		2017-12-05	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2414327	653	653	chilly sunny day  cold night 	2017-12-05	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432189	679	679		2017-12-05	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2415401	587	587		2017-12-06	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2423661	553	553		2017-12-06	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2415032	653	653	cold windy sunny day  cold night	2017-12-06	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432190	679	679		2017-12-06	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2416272	587	587		2017-12-07	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2423662	553	553		2017-12-07	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2416183	653	653	sunny some wind chilly day  cold night	2017-12-07	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432191	679	679		2017-12-07	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2416700	587	587		2017-12-08	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2423663	553	553		2017-12-08	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2416503	653	653	cold with very cold cutting wind cold night	2017-12-08	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	2432192	679	679		2017-12-08	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2416906	587	587		2017-12-09	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	2423664	553	553		2017-12-09	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2416885	653	653	chilly day  some wind  cold night 	2017-12-09	5	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
