	readingId	gaugeId	gaugeRevisionId	remarks	readingDate	readingHour	readingMinute	quality	rainAmount	snowDepth	snowAccumulation	createdDate	brand	model	description	gaugeType	gaugeTypeOther	lat	lng
3	2745324	10521	10743		2019-08-06	7	0	Good	0.1			2018-06-17	Unknown			TruChek		35.19825390392009	-111.58943135029716
4	2745668	553	553		2019-08-06	7	0	Good	0.4			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
5	2746116	1150	1150		2019-08-06	7	0	Good	0.0			2007-06-27	Davis			TruChek		35.1404892576	-111.6273003817
6	2744787	4493	4493		2019-08-06	7	0	Good	0.5900000000000001			2009-07-19	Productive Alternatives		Oregon Scientific WMR 100	TruChek		35.20535870762794	-111.63763707877024
7	2744732	5491	5491		2019-08-06	0	0	Good	0.32			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
8	2745213	9236	9236		2019-08-06	7	0	Good	0.2			2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
9	2746149	679	679		2019-08-06	7	0	Good	0.030000000000000002			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2746219	1508	1508		2019-08-07	7	0	Good	0.02			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2746101	587	587		2019-08-07	7	0	Good	0.060000000000000005			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	2745895	10521	10743		2019-08-07	7	0	Good	0.05			2018-06-17	Unknown			TruChek		35.19825390392009	-111.58943135029716
3	2745876	553	553		2019-08-07	7	0	Good	0.030000000000000002			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
4	2746115	1150	1150		2019-08-07	7	0	Good	0.12000000000000001			2007-06-27	Davis			TruChek		35.1404892576	-111.6273003817
5	2745857	5491	5491		2019-08-07	0	0	Good	0.02			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
6	2746105	6434	6434	This is an inclusive reading from July 20-August 7, since we were on vacation.  There probably was some evaporation from the actual total rainfall.	2019-08-07	7	0	Good	1.9			2019-01-06	Tru-Chek			TruChek		35.2228729	-111.64648599999998
7	2746214	9236	9236		2019-08-07	7	0	Good	0.05			2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
8	2746150	679	679		2019-08-07	7	0	Good	0.14			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2746699	1508	1508		2019-08-08	7	0	Good	0.030000000000000002			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2746576	1559	1559		2019-08-08	12	0	Good	0.05			2007-07-27				TruChek		35.1841736078	-111.5825986862
2	2754925	553	553		2019-08-08	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	2746272	5491	5491		2019-08-08	0	0	Good	0.07			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
4	2747081	679	679		2019-08-08	7	0	Good	0.01			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2746700	1508	1508		2019-08-09	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2754926	553	553		2019-08-09	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2746660	5491	5491		2019-08-09	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
3	2747082	679	679		2019-08-09	7	0	Trace				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2747649	1508	1508		2019-08-10	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2747440	587	587		2019-08-10	7	0	Trace				2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	2754927	553	553		2019-08-10	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	2747194	5491	5491		2019-08-10	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
4	2756590	679	679		2019-08-10	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2748186	1508	1508		2019-08-11	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2748233	587	587		2019-08-11	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	2754928	553	553		2019-08-11	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	2747773	5491	5491		2019-08-11	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
4	2756591	679	679		2019-08-11	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2748776	1508	1508		2019-08-12	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2748702	587	587		2019-08-12	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	2754929	553	553		2019-08-12	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	2748523	5491	5491		2019-08-12	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
4	2756592	679	679		2019-08-12	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2749403	1508	1508		2019-08-13	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2748985	587	587		2019-08-13	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	2754930	553	553		2019-08-13	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	2748879	5491	5491		2019-08-13	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
4	2756593	679	679		2019-08-13	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2749402	1508	1508		2019-08-14	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2749428	587	587		2019-08-14	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	2754931	553	553		2019-08-14	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	2749369	5491	5491		2019-08-14	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
4	2756594	679	679		2019-08-14	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2749883	1508	1508		2019-08-15	7	0	Trace				2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2749803	587	587		2019-08-15	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	2754932	553	553		2019-08-15	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	2749742	5491	5491		2019-08-15	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
4	2756595	679	679		2019-08-15	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2750110	1508	1508		2019-08-16	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2750096	587	587		2019-08-16	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	2754933	553	553		2019-08-16	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	2749967	5491	5491		2019-08-16	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
4	2756596	679	679		2019-08-16	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2750668	1508	1508		2019-08-17	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2750296	587	587		2019-08-17	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	2754934	553	553		2019-08-17	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	2750179	5491	5491		2019-08-17	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
4	2756597	679	679		2019-08-17	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2751329	1508	1508		2019-08-18	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2750994	587	587		2019-08-18	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	2754935	553	553		2019-08-18	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	2750791	5491	5491		2019-08-18	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
4	2756598	679	679		2019-08-18	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2751330	1508	1508		2019-08-19	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2754936	553	553		2019-08-19	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2751156	5491	5491		2019-08-19	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
3	2756599	679	679		2019-08-19	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2754396	1508	1508		2019-08-20	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2754937	553	553		2019-08-20	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2751534	5491	5491		2019-08-20	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
3	2756600	679	679		2019-08-20	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2754397	1508	1508		2019-08-21	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2754938	553	553		2019-08-21	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2751798	5491	5491		2019-08-21	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
3	2756601	679	679		2019-08-21	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2754398	1508	1508		2019-08-22	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2754939	553	553		2019-08-22	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2752001	5491	5491		2019-08-22	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
3	2756602	679	679		2019-08-22	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2754399	1508	1508		2019-08-23	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2754940	553	553		2019-08-23	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2752398	5491	5491		2019-08-23	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
3	2756603	679	679		2019-08-23	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2754400	1508	1508		2019-08-24	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2754941	553	553		2019-08-24	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2753244	5491	5491		2019-08-24	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
3	2756604	679	679		2019-08-24	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2754401	1508	1508		2019-08-25	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2754942	553	553		2019-08-25	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2753710	5491	5491		2019-08-25	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
3	2756605	679	679		2019-08-25	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2754395	1508	1508		2019-08-26	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2754943	553	553		2019-08-26	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2754018	5491	5491		2019-08-26	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
3	2756606	679	679		2019-08-26	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2754694	1508	1508		2019-08-27	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2754944	553	553		2019-08-27	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2754441	5491	5491		2019-08-27	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
3	2756607	679	679		2019-08-27	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2754829	1508	1508		2019-08-28	7	0	Trace				2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2755072	1559	1559		2019-08-28	9	0	Trace				2007-07-27				TruChek		35.1841736078	-111.5825986862
2	2754924	553	553		2019-08-28	7	0	Good	0.01			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	2754821	5491	5491		2019-08-28	0	0	Good	0.04			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
4	2760266	6434	6434		2019-08-28	7	0	Good	0.04			2019-01-06	Tru-Chek			TruChek		35.2228729	-111.64648599999998
5	2754875	9236	9236		2019-08-28	7	0	Trace				2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
6	2756589	679	679		2019-08-28	7	0	Trace				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2756575	1508	1508		2019-08-29	7	0	Good	0.56			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2756199	10521	10743		2019-08-29	7	0	Good	0.48000000000000004			2018-06-17	Unknown			TruChek		35.19825390392009	-111.58943135029716
2	2755494	553	553		2019-08-29	7	0	Good	1.63			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	2755532	10699	10921		2019-08-29	7	0	Good	0.48000000000000004			2019-03-12				SimpleCatch		35.206246	-111.6448092
4	2755289	5491	5491		2019-08-29	0	0	Good	1.74			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
5	2755407	9236	9236		2019-08-29	7	0	Good	0.08			2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
6	2756608	679	679		2019-08-29	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2757571	1508	1508		2019-08-30	7	0	Good	0.02			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2758024	587	587		2019-08-30	7	0	Trace				2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	2757739	10521	10743		2019-08-30	7	0	Good	0.01			2018-06-17	Unknown			TruChek		35.19825390392009	-111.58943135029716
3	2761039	553	553		2019-08-30	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
4	2759689	10699	10921		2019-08-30	7	0	Good	0.0			2019-03-12				SimpleCatch		35.206246	-111.6448092
5	2757459	5491	5491		2019-08-30	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
6	2760239	679	679		2019-08-30	7	0	Good	0.025			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2758534	1508	1508		2019-08-31	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2758529	587	587		2019-08-31	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	2761040	553	553		2019-08-31	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	2759690	10699	10921		2019-08-31	7	0	Good	0.0			2019-03-12				SimpleCatch		35.206246	-111.6448092
4	2758055	5491	5491		2019-08-31	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
5	2760240	679	679		2019-08-31	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2758901	1508	1508		2019-09-01	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2758863	587	587		2019-09-01	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	2761041	553	553		2019-09-01	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	2759691	10699	10921		2019-09-01	7	0	Good	0.0			2019-03-12				SimpleCatch		35.206246	-111.6448092
4	2758575	5491	5491		2019-09-01	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
5	2760241	679	679		2019-09-01	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2759756	1508	1508		2019-09-02	7	0	Good	0.01			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2759218	587	587		2019-09-02	7	0	Good	0.05			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	2759370	10521	10743		2019-09-02	7	0	Good	0.04			2018-06-17	Unknown			TruChek		35.19825390392009	-111.58943135029716
3	2761036	553	553		2019-09-02	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
4	2759688	10699	10921		2019-09-02	7	0	Good	0.01			2019-03-12				SimpleCatch		35.206246	-111.6448092
5	2759012	5491	5491		2019-09-02	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
